LOAN_SK,LOAN_NUMBER,LOAN_TYPE,LOAN_STATUS,INTEREST_RATE,CURRENCY_OF_COMMITMENT,EFFECTIVE_START_DATE,EFFECTIVE_END_DATE,IS_CURRENT,RECORD_HASH
8036201616011180756,IBRD89920,FSL,Disbursing,0,US,2025-12-01,,true,7504865686454521669
1460322890650198651,IBRD26200,CPL,Fully Repaid,5.43,US,2025-12-01,,true,3865078019168209083
3390584094534587143,IBRD02440,NPL,Fully Repaid,6,US,2025-12-01,,true,8198284007864717482
8782232003990693794,IBRD50260,NON POOL,Repaid,6.25,US,2025-12-01,,true,5745120243230269722
2465294658075103887,IBRD77860,FSL,Repaying,0,US,2025-12-01,,true,6125809607476811431
5012608905488761673,IBRD86870,FSL,Repaying,0,US,2025-12-01,,true,3302863601122590748
5204041773472285951,IBRD33870,CPL,Fully Repaid,3.8,US,2025-12-01,,true,2216252014978030401
338721992783796893,IBRD3223S,SCPD,Fully Repaid,5.46,US,2025-12-01,,true,4195679343028860385
8507701671719474530,IBRD29700,CPL,Fully Repaid,3.8,US,2025-12-01,,true,7329789372856282184
2381307933242901726,IBRD25400,CPL,Fully Repaid,6.09,US,2025-12-01,,true,1049726332994691922
5579302969852087002,IBRD42090,SCL,Fully Cancelled,4.89,US,2025-12-01,,true,5137132273990254064
507125850884888775,IBRD93600,FSL,Disbursing,0,US,2025-12-01,,true,9034372114999974523
1615806781982532442,IBRD28740,CPL,Fully Repaid,5.59,US,2025-12-01,,true,2053014973112993731
7548343100675058785,IBRD19040,CPL,Fully Repaid,9.25,US,2025-12-01,,true,420849588885172081
1720985399538288400,IBRD16783,NPL,Fully Repaid,7,US,2025-12-01,,true,2801719804600787200
367089810612493773,IBRD20170,CPL,Fully Repaid,9.6,US,2025-12-01,,true,6398442556822752232
2373030765749876710,IBRD45270,SCL,Fully Repaid,2.15,US,2025-12-01,,true,6764851764201476514
4245832747688496782,IBRD28130,CPL,Fully Repaid,3.8,US,2025-12-01,,true,2415312513842729005
4587027721241140524,IBRD3497S,SCPD,Fully Repaid,6.51,US,2025-12-01,,true,133455844914049719
9108024116749074026,IBRD47890,SCL,Repaying,5.51,US,2025-12-01,,true,7460095460023808807
9015290751820997568,IBRD37120,CPL,Fully Transferred,7.43,US,2025-12-01,,true,2468673315989346907
8612540652677255734,IBRD2543S,SCPD,Fully Repaid,4.81,US,2025-12-01,,true,6245496502426409975
477559796984324741,IBRD74150,FSL,Fully Repaid,0,US,2025-12-01,,true,8446233690666288219
1286211478002799249,IBRD26560,CPL,Fully Repaid,6.03,US,2025-12-01,,true,9148186954716786792
3281413488840945907,IBRD44300,SCL,Fully Repaid,5.18,US,2025-12-01,,true,4420150141104586443
423536774242208872,IBRD76090,FSL,Fully Repaid,0,US,2025-12-01,,true,6954230839381519184
1087906888818089014,IBRD91410,FSL,Disbursing,0,US,2025-12-01,,true,6455327835801893775
6871498017201812884,IBRD74160,FSL,Fully Repaid,0,US,2025-12-01,,true,3132903536086493241
5968697629448812918,IBRD28100,CPL,Fully Repaid,5.02,US,2025-12-01,,true,3114705104537163127
6596503167171910628,IBRD3877S,SCPD,Fully Repaid,1.77,US,2025-12-01,,true,3265235305371722727
5199531119826015014,IBRD14698,CPL,Fully Repaid,8.2,US,2025-12-01,,true,3657064092994676000
572667544516703523,IBRD42290,SCL,Fully Repaid,1.9,US,2025-12-01,,true,81625433680619237
5421875703561205994,IBRD32910,CPL,Fully Repaid,6.03,US,2025-12-01,,true,4714307661830663068
4736692523160525666,IBRD35450,CPL,Fully Cancelled,6.93,US,2025-12-01,,true,5023274579263414844
6733845618829753374,IBRD09100,NPL,Fully Repaid,7.25,US,2025-12-01,,true,6121738409859953889
208017851355882651,IBRD2274S,SCPD,Fully Repaid,7.97,US,2025-12-01,,true,5677639241924589322
2734056511731190677,IBRD05180,NPL,Fully Repaid,6,US,2025-12-01,,true,1858469073234809376
7268303445111526768,IBRD31260,CPL,Fully Repaid,1.36,US,2025-12-01,,true,6004450408701474890
4043322822109465627,IBRD34330,CPL,Fully Repaid,6.03,US,2025-12-01,,true,1350696948390639084
7007178474724117927,IBRD94330,FSL,Disbursing,0,US,2025-12-01,,true,193022969572842332
9018857795444554372,IBRD40580,SCL,Fully Repaid,0.66,US,2025-12-01,,true,1423052710428392822
8571365860726110567,IBRD82730,FSL,Repaying,0,US,2025-12-01,,true,6566374792708421924
1448605255487258140,IBRD81180,FSL,Repaying,0,US,2025-12-01,,true,7551725185877906477
6550732031611418859,IBRD2778S,SCPD,Fully Repaid,6.89,US,2025-12-01,,true,9050099555672139846
820297718146792496,IBRD32884,CPL,Fully Cancelled,6.98,US,2025-12-01,,true,4253439619950659093
6985299039889073962,IBRD17790,NPL,Fully Repaid,7.95,US,2025-12-01,,true,4745733705606291378
2945032128393405781,IBRD3214S,SCPD,Fully Repaid,4.81,US,2025-12-01,,true,8680666149812970767
2244680584837968962,IBRD83890,FSL,Repaying,0,US,2025-12-01,,true,8712014121989085047
6009719772907120002,IBRD2573S,SCPM,Fully Repaid,6.65,US,2025-12-01,,true,6861911657139622595
2252989587584771769,IBRD44750,SCL,Fully Repaid,1.51,US,2025-12-01,,true,1441661780116156622
6556120712855215690,IBRD22300,CPL,Fully Repaid,5.59,US,2025-12-01,,true,121384264906045392
3039387397055864805,IBRD02780,NPL,Fully Repaid,5.75,US,2025-12-01,,true,328750913104848372
1552372831608119428,IBRD22151,CPL,Fully Repaid,6.94,US,2025-12-01,,true,2682612656832457512
1031382215958816751,IBRD75090,FSL,Repaying,0,US,2025-12-01,,true,4862964997944319547
4236538191150435026,IBRD95340,FSL,Signed,0,US,2025-12-01,,true,3927583486846136812
3703203071550624960,IBRD15840,NPL,Fully Repaid,7.5,US,2025-12-01,,true,4515820465115923754
7692931416123294330,IBRD15090,NPL,Fully Repaid,7.9,US,2025-12-01,,true,7340175776631759729
53847310778707253,IBRD85480,FSL,Fully Disbursed,0,US,2025-12-01,,true,1592093390457787927
4051896551731952267,IBRD24460,CPL,Fully Repaid,3.8,US,2025-12-01,,true,5595664650331344658
4289835497006785369,IBRD29280,CPL,Fully Repaid,3.8,US,2025-12-01,,true,2351981819246983775
1753854797107981064,IBRD80369,NON POOL,Repaid,7.25,US,2025-12-01,,true,5383139766127588200
7118596087218023389,IBRD20500,CPL,Fully Repaid,10.6,US,2025-12-01,,true,9184581729168659447
3528174557632841675,IBRD85470,FSL,Disbursing,0,US,2025-12-01,,true,8042211484604780809
4340881745362509707,IBRD14335,CPL,Fully Repaid,8.2,US,2025-12-01,,true,8995312416861583611
6809444870067914480,IBRD26020,CPL,Fully Repaid,6.36,US,2025-12-01,,true,7573990213555228939
1073875368528043258,IBRD34290,CPL,Fully Repaid,5.59,US,2025-12-01,,true,3635153108682784098
5586933315137906086,IBRD43550,SCL,Fully Repaid,0,US,2025-12-01,,true,6101036933328003175
2041736957239713045,IBRD35630,CPL,Fully Repaid,7.96,US,2025-12-01,,true,2336934704254247665
4638972346999162709,IBRD42910,SCL,Fully Repaid,0,US,2025-12-01,,true,1114100771511822180
4605429389201779555,IBRD09560,NPL,Fully Repaid,7.25,US,2025-12-01,,true,3622031780185663655
8767387726333789373,IBRD37710,CPL,Fully Cancelled,7.07,US,2025-12-01,,true,6046315293516391204
7346061239863505176,IBRD2896S,SCPM,Fully Repaid,4.1,US,2025-12-01,,true,6551065060964922208
1677045455970359269,IBRD78940,FSL,Repaying,0,US,2025-12-01,,true,7067969243049633392
568085354441174275,IBRD34520,CPL,Fully Repaid,5.32,US,2025-12-01,,true,4726832842463153281
2326518551505019998,IBRD91310,FSL,Disbursing,0,US,2025-12-01,,true,72371758947153353
1086005637158044340,IBRD3718S,SCPD,Fully Repaid,6.61,US,2025-12-01,,true,6690857801129642973
7767538221501794825,IBRD03300,NPL,Fully Repaid,0,US,2025-12-01,,true,2745685603776179999
676807870242943093,IBRD20290,CPL,Fully Repaid,9.6,US,2025-12-01,,true,1877615103637828137
4237723312490491374,IBRD3637A,SCL,Fully Repaid,5.54,US,2025-12-01,,true,3746355281856077893
1254229583173378030,IBRD12250,NPL,Fully Repaid,8.5,US,2025-12-01,,true,4349093690065670230
6988532999051741965,IBRD90220,FSL,Fully Disbursed,0,US,2025-12-01,,true,8998735958268209804
8054567510131156761,IBRD2751S,SCPD,Fully Repaid,8.59,US,2025-12-01,,true,9214174942264787056
1980769373434526093,IBRD19420,CPL,Fully Repaid,9.25,US,2025-12-01,,true,5366939219157190275
3239359807390988897,IBRD10060,NPL,Fully Repaid,7.25,US,2025-12-01,,true,2476061247101999165
1887684399687337218,IBRD3420S,SCPD,Fully Repaid,5.98,US,2025-12-01,,true,3249206030618869513
6840126594478686091,IBRD12960,NPL,Fully Repaid,8.85,US,2025-12-01,,true,6625330207598675181
7566289138549689039,IBRD39530,SCL,Fully Repaid,0,US,2025-12-01,,true,4433731762988401785
842432557552224504,IBRD4024A,SCL,Fully Repaid,1.27,US,2025-12-01,,true,411442880233285613
8301329717029284382,IBRD31950,CPL,Fully Cancelled,6.93,US,2025-12-01,,true,2375008239065594448
2763528755331011703,IBRD44490,SCL,Fully Repaid,1.27,US,2025-12-01,,true,1908557555837950383
3737779308314730685,IBRD3875S,SCPD,Fully Repaid,8.59,US,2025-12-01,,true,973999794790195735
80834588105455038,IBRD17040,NPL,Fully Repaid,7.9,US,2025-12-01,,true,1570416142847368436
1782718826282672247,IBRD18260,NPL,Fully Cancelled,8.25,US,2025-12-01,,true,928931735878427982
2916507310481923958,IBRD81480,FSL,Repaying,0,US,2025-12-01,,true,1847294817863219757
8376091091044894507,IBRD34590,CPL,Fully Transferred,7.39,US,2025-12-01,,true,7204463504717733283
6948015790082560327,IBRD21360,CPL,Fully Repaid,11.6,US,2025-12-01,,true,3433065200085638179
8586931044152698662,IBRD37220,CPL,Fully Repaid,7.43,US,2025-12-01,,true,7112732820837448653
7814056353495227392,IBRD40470,CPL,Fully Repaid,1.9,US,2025-12-01,,true,6796125499399980168
5539899850076978483,IBRD14660,NPL,Fully Repaid,8.2,US,2025-12-01,,true,2714953439291591055
2079357362113707727,IBRD46190,SCL,Fully Repaid,0.21,US,2025-12-01,,true,8286551819502280750
5494014631329118785,IBRD45030,SCL,Fully Repaid,5.09,US,2025-12-01,,true,8044511251794580833
5604508063157128375,IBRD09595,CPL,Fully Repaid,7.25,US,2025-12-01,,true,4877292339256931276
2618212104973496700,IBRD90670,FSL,Disbursing,0,US,2025-12-01,,true,4385879176921490417
19155722538616827,IBRD40760,SCL,Fully Repaid,0.64,US,2025-12-01,,true,3849446492595683068
5946022665678164663,IBRD00490,NPL,Fully Repaid,4.375,US,2025-12-01,,true,526608521393222803
6014374282703382551,IBRD14190,NPL,Fully Repaid,8.2,US,2025-12-01,,true,3924846519392079433
3544919019452807214,IBRD15370,NPL,Fully Repaid,7.45,US,2025-12-01,,true,7158877676754321453
1116520857907097313,IBRD78610,FSL,Repaying,0,US,2025-12-01,,true,2990179803758389645
875422779856710553,IBRD31690,CPL,Fully Repaid,6.03,US,2025-12-01,,true,1028923038485226325
4208446287268966700,IBRD12820,NPL,Fully Repaid,8.5,US,2025-12-01,,true,979353105438485533
5863049763723088473,IBRD89810,FSL,Disbursing&Repaying,0,US,2025-12-01,,true,777228665763948518
1871111556010013816,IBRD13745,CPL,Fully Repaid,8.5,US,2025-12-01,,true,4343637814461196399
1228769138645462638,IBRD60850,NON POOL,Repaid,7,US,2025-12-01,,true,6979444152275297849
7676957922324096103,IBRDS0020,NPL,Fully Cancelled,6.5,US,2025-12-01,,true,1155881228000803805
8795702772398552975,IBRD02290,NPL,Fully Repaid,6,US,2025-12-01,,true,2734577861143698245
8514272526576249879,IBRD90142,NON POOL,Repaid,7.25,US,2025-12-01,,true,8412746089689511789
5766152257973176293,IBRD3276A,SCL,Fully Repaid,2.77,US,2025-12-01,,true,404946593385961141
7233759753141471133,IBRD08360,NPL,Fully Repaid,7.25,US,2025-12-01,,true,1830669731716264301
4348929475123642534,IBRD11110,NPL,Fully Repaid,8.5,US,2025-12-01,,true,5468960215645020680
6134857841113990847,IBRD07100,NPL,Fully Repaid,7.25,US,2025-12-01,,true,8783056639231712269
6592642665361399716,IBRD41940,SCL,Fully Repaid,0,US,2025-12-01,,true,3829504822144741148
5726469805848073453,IBRD04530,NPL,Fully Repaid,6,US,2025-12-01,,true,299221179682140663
3606605509391978752,IBRD22170,CPL,Fully Repaid,5.59,US,2025-12-01,,true,7529104035479917107
3232936399583316045,IBRD4063A,SCL,Fully Repaid,1.27,US,2025-12-01,,true,7529373401966564309
9023606968923317588,IBRD37090,SCL,Fully Repaid,1.61,US,2025-12-01,,true,1921498635590435866
243807195311533757,IBRD71410,FSL,Fully Repaid,0,US,2025-12-01,,true,1101583295538774694
3361600846553444770,IBRD30820,CPL,Fully Repaid,6.03,US,2025-12-01,,true,3593673204368564100
6023207563005910913,IBRD96440,FSL,Signed,0,US,2025-12-01,,true,7505988666390937357
7804054269207482866,IBRD3419A,SCL,Fully Repaid,0,US,2025-12-01,,true,1996394856139508831
5302250724232004253,IBRD19620,CPL,Fully Repaid,9.6,US,2025-12-01,,true,3426980260743151262
905662855393358238,IBRD24540,CPL,Fully Repaid,5.59,US,2025-12-01,,true,8377642234634064385
6435754171696879823,IBRD3684S,SCPD,Fully Repaid,2.49,US,2025-12-01,,true,887697042460617413
6104247572214858858,IBRD97040,FSL,Signed,0,US,2025-12-01,,true,2371038129305886520
1426464608720340429,IBRD71110,FSL,Fully Repaid,0,US,2025-12-01,,true,152879389726964071
2978476020858823632,IBRD24990,CPL,Fully Repaid,5.16,US,2025-12-01,,true,1595243898874012567
1515223323502233927,IBRD08320,NPL,Fully Cancelled,7.25,US,2025-12-01,,true,8748188702457032651
8722144778115285453,IBRD95990,FSL,Disbursing,0,US,2025-12-01,,true,1805425821421817989
2994625563619124130,IBRD17520,NPL,Fully Repaid,7.9,US,2025-12-01,,true,2500226819276221469
8361799925497542004,IBRD3674A,SCL,Fully Repaid,0.73,US,2025-12-01,,true,8284449692382035297
5672356455418283653,IBRD16410,NPL,Fully Repaid,7.35,US,2025-12-01,,true,1081362112264245436
3105111648046789668,IBRD07480,NPL,Fully Repaid,7.25,US,2025-12-01,,true,7191437354922722450
8523646301560435058,IBRD03830,NPL,Fully Repaid,5.5,US,2025-12-01,,true,2737674643046813490
5744633292770856374,IBRD10390,NPL,Fully Repaid,8,US,2025-12-01,,true,6035104674012748693
5433178764438878728,IBRD78030,FSL,Fully Repaid,0,US,2025-12-01,,true,2823513266669714423
8339160028017238844,IBRD28330,CPL,Fully Repaid,5.16,US,2025-12-01,,true,2969387063142064472
6435618043245610255,IBRD18100,NPL,Fully Repaid,8.25,US,2025-12-01,,true,8692820175101991101
1840038811031015908,IBRD32150,CPL,Fully Repaid,5.59,US,2025-12-01,,true,1302337058837062103
5661440926653160053,IBRD24030,CPL,Fully Repaid,3.8,US,2025-12-01,,true,1685342930216805512
5668856790177252194,IBRD37610,CPL,Fully Transferred,7.43,US,2025-12-01,,true,9060068487621098942
7469813460438759743,IBRD3510S,SCPD,Fully Repaid,4.13,US,2025-12-01,,true,5100414380899912467
2335261225068426039,IBRD29012,CPL,Fully Repaid,6.18,US,2025-12-01,,true,2390776671491612685
4447564591248878960,IBRD38030,CPL,Fully Transferred,7.43,US,2025-12-01,,true,5737490899692812139
2559495179000845214,IBRD23820,CPL,Fully Repaid,3.8,US,2025-12-01,,true,2456192184466830589
1667961080569328214,IBRD90030,FSL,Repaying,0,US,2025-12-01,,true,1557294854149143281
7088624103535564029,IBRD17035,CPL,Fully Repaid,7.9,US,2025-12-01,,true,3894915121021047738
8827218381253082871,IBRD44920,SCL,Fully Repaid,2.43,US,2025-12-01,,true,8152202844339685989
7662452843243239396,IBRD36350,CPL,Fully Transferred,7.39,US,2025-12-01,,true,36289998446501615
288539305734394724,IBRD10470,NPL,Fully Repaid,8,US,2025-12-01,,true,2472938585970756612
1620808598700338691,IBRD31620,CPL,Fully Repaid,6.03,US,2025-12-01,,true,1871466409979765172
6229871095848623878,IBRD3550A,SCL,Fully Repaid,0,US,2025-12-01,,true,330777824610703860
8243208962138912248,IBRD3784S,SCPD,Fully Repaid,4.75,US,2025-12-01,,true,2258600130837004041
2687038017222955149,IBRD08730,NPL,Fully Repaid,7.25,US,2025-12-01,,true,6833905870598182735
6540354608394416317,IBRD05360,NPL,Fully Repaid,6.25,US,2025-12-01,,true,5400804103911632622
7751876640177138529,IBRD3304S,SCPD,Fully Repaid,2.82,US,2025-12-01,,true,3053776933494224428
1295356290594646938,IBRD44740,SCL,Fully Repaid,2.43,US,2025-12-01,,true,4074798493713840260
3370593823513058078,IBRD36650,CPL,Fully Repaid,6.82,US,2025-12-01,,true,3969664491786286642
3733672782885790514,IBRD81290,FSL,Repaying,0,US,2025-12-01,,true,2972785166104050188
7127122782440006432,IBRD44000,SCL,Fully Repaid,5.61,US,2025-12-01,,true,7593012129847096884
1761472410990454327,IBRD01910,NPL,Fully Repaid,5.5,US,2025-12-01,,true,79889391623387978
4097381873696230043,IBRD46090,SCL,Fully Repaid,0.93,US,2025-12-01,,true,2028461603563213708
5943592583867485604,IBRD48550,SCL,Fully Repaid,4.55,US,2025-12-01,,true,1038412702965223679
5365092800103213421,IBRD28080,CPL,Fully Repaid,5.59,US,2025-12-01,,true,1325154674296213002
5568622720747471155,IBRD46820,SCL,Fully Repaid,1.09,US,2025-12-01,,true,9129153511338534671
222901656865842887,IBRD13000,NPL,Fully Repaid,8.85,US,2025-12-01,,true,7896511094573997776
607863005412841873,IBRDB0150,BLNR,Fully Repaid,0,US,2025-12-01,,true,852814545600837441
5091811921787738062,IBRD26370,CPL,Fully Repaid,3.95,US,2025-12-01,,true,5852120506130273508
5560063542322052334,IBRD21150,CPL,Fully Repaid,11.6,US,2025-12-01,,true,415585483501440211
4108538228591390638,IBRD23910,CPL,Fully Repaid,5.21,US,2025-12-01,,true,4421751246416642765
7038853012513687651,IBRD40430,CPL,Fully Transferred,7.43,US,2025-12-01,,true,7321921964031632834
3288028400368528571,IBRD03380,NPL,Fully Repaid,5.5,US,2025-12-01,,true,5008074149045903033
6470373712933692942,IBRD84940,FSL,Disbursing,0,US,2025-12-01,,true,4009902659684568400
3937130616611501530,IBRD80660,FSL,Repaying,0,US,2025-12-01,,true,5808398524636681768
4584492183476072800,IBRD14580,NPL,Fully Repaid,8.2,US,2025-12-01,,true,2772914175532781992
13142684034629768,IBRD3618S,SCPM,Fully Repaid,0.33,US,2025-12-01,,true,6732764511102905298
4947113165852456265,IBRD88240,FSL,Repaying,0,US,2025-12-01,,true,601211716503919514
8486170456833780572,IBRD07350,NPL,Fully Repaid,7.25,US,2025-12-01,,true,4437550036297385325
3053711104806586762,IBRD13170,NPL,Fully Repaid,8.85,US,2025-12-01,,true,5035453820572330935
8743983404362778456,IBRD36670,CPL,Fully Transferred,7.43,US,2025-12-01,,true,5980250962878038918
3451164891244643951,IBRD11680,NPL,Fully Repaid,8.5,US,2025-12-01,,true,5345571924092169200
1292537596755983588,IBRD43400,SCL,Fully Repaid,2.98,US,2025-12-01,,true,4985729736913333024
4622922372856145977,IBRD22640,CPL,Fully Repaid,4.85,US,2025-12-01,,true,4470750714181384484
8664281251100865169,IBRD96360,FSL,Disbursing,0,US,2025-12-01,,true,1740388619702915898
1029849660409345123,IBRD70440,FSL,Fully Repaid,0,US,2025-12-01,,true,3451437374897968227
8375537175997321742,IBRD82170,FSL,Repaying,0,US,2025-12-01,,true,319915025962534846
8373678848160172535,IBRD2449S,SCPD,Fully Repaid,8.59,US,2025-12-01,,true,8804184313274697841
3213087719410839167,IBRD07711,NPL,Fully Repaid,7.25,US,2025-12-01,,true,8959775461867168989
7143510229677182909,IBRD24360,CPL,Fully Repaid,5.32,US,2025-12-01,,true,3872610177100401266
8660265588846574096,IBRD02350,NPL,Fully Repaid,6,US,2025-12-01,,true,7489893832216248369
2547966545011600366,IBRD25850,CPL,Fully Repaid,6.36,US,2025-12-01,,true,2109907305574420512
1035973782228355268,IBRD80470,FSL,Repaying,0,US,2025-12-01,,true,849520510415340304
5772820964293382578,IBRD3772A,SCL,Fully Cancelled,4.98,US,2025-12-01,,true,5374240286396411905
281008565245385411,IBRD29640,CPL,Fully Repaid,6.03,US,2025-12-01,,true,7724837556776237877
1679822176764914470,IBRD82390,FSL,Repaying,0,US,2025-12-01,,true,8938485785738687813
3586669893947518155,IBRD74960,FSL,Repaying,0,US,2025-12-01,,true,5652500698511991710
411024342497642333,IBRD19870,CPL,Fully Repaid,9.6,US,2025-12-01,,true,1410703329707382037
6451344885357898370,IBRD07170,NPL,Fully Repaid,7.25,US,2025-12-01,,true,4256529404457452377
778890716751305758,IBRD13650,NPL,Fully Repaid,8.5,US,2025-12-01,,true,2209092696656716614
8895480707431788318,IBRD33270,CPL,Fully Repaid,1.88,US,2025-12-01,,true,4142429177159897256
8289108142870737236,IBRD3984S,SCPD,Fully Repaid,4.23,US,2025-12-01,,true,5508209588587540540
5657457100836697237,IBRD04980,NPL,Fully Repaid,6,US,2025-12-01,,true,2210055884709662620
3362494323443137597,IBRD15340,NPL,Fully Repaid,7.45,US,2025-12-01,,true,3177863364602610455
5008379366813567010,IBRD84400,FSL,Fully Disbursed,0,US,2025-12-01,,true,7050556415384775070
4875418573076936223,IBRD16830,NPL,Fully Repaid,7,US,2025-12-01,,true,6847003957101602796
7028420961109431290,IBRD16840,NPL,Fully Repaid,7,US,2025-12-01,,true,4088708769070067282
7817496694846121614,IBRD19200,CPL,Fully Cancelled,9.25,US,2025-12-01,,true,366240853742266443
1735779491802049860,IBRD16590,NPL,Fully Repaid,7,US,2025-12-01,,true,5770544201711800190
8969663147963902109,IBRD08420,NPL,Fully Repaid,7.25,US,2025-12-01,,true,3748371295636602308
6981377133657748356,IBRD79680,FSL,Fully Disbursed,0,US,2025-12-01,,true,3019877183167036402
4362148994158035477,IBRD39410,SCL,Fully Repaid,0,US,2025-12-01,,true,2754618296264798148
6014726812142296968,IBRD07520,NPL,Fully Repaid,7.25,US,2025-12-01,,true,1814511356981174204
3815996140285076190,IBRD38450,CPL,Fully Transferred,7.43,US,2025-12-01,,true,3500032209238247833
629696222436883914,IBRD15480,NPL,Fully Repaid,7.45,US,2025-12-01,,true,1320268193682761062
6244184963103167518,IBRD00810,NPL,Fully Repaid,4.75,US,2025-12-01,,true,5529404613301524013
4126000833921702742,IBRD47140,SCL,Fully Repaid,0.41,US,2025-12-01,,true,2003801991409666332
3174219936812770260,IBRD37040,CPL,Fully Repaid,6.03,US,2025-12-01,,true,6862618365475529535
7575146453327534126,IBRD3033S,SCPD,Fully Repaid,5.05,US,2025-12-01,,true,1036878566915260820
4951051366885718578,IBRD43980,SCL,Fully Repaid,1.51,US,2025-12-01,,true,2425726071554218925
7785148120159444094,IBRD24520,CPL,Fully Repaid,4.62,US,2025-12-01,,true,6094637761012887686
6403366341202813782,IBRD27200,CPL,Fully Repaid,5.59,US,2025-12-01,,true,8699497880186296026
195099425454561214,IBRD29170,CPL,Fully Repaid,5.59,US,2025-12-01,,true,6214529686038253101
6360264818169708300,IBRD33440,CPL,Fully Repaid,4.62,US,2025-12-01,,true,225703461898830035
779659092908956986,IBRD44640,SCL,Fully Repaid,0.34,US,2025-12-01,,true,6794551202481926270
5031896514809613340,IBRD90906,NON POOL,Repaid,7.25,US,2025-12-01,,true,4236677257764464021
1122423624078979462,IBRD30080,CPL,Fully Repaid,4.62,US,2025-12-01,,true,9077015555102466243
3281984024368930603,IBRD47330,SCL,Fully Repaid,1,US,2025-12-01,,true,4501184496586989451
1121895718916116103,IBRD2155S,SCPD,Fully Repaid,11.6,US,2025-12-01,,true,4439860039661780113
2068503556191833462,IBRD91480,FSL,Fully Cancelled,0,US,2025-12-01,,true,7917642540478317112
4034428980720196197,IBRD79790,FSL,Fully Disbursed,0,US,2025-12-01,,true,6662789938605506575
3985024037639819754,IBRD2752S,SCPD,Fully Repaid,5.31,US,2025-12-01,,true,5891537367801471453
7445523278031677985,IBRD05130,NPL,Fully Repaid,6,US,2025-12-01,,true,3782722266398347234
1023435848762707534,IBRD21300,CPL,Fully Repaid,11.6,US,2025-12-01,,true,9185408825556284699
305647149378485137,IBRD75780,FSL,Repaying,0,US,2025-12-01,,true,6101535896392737584
2370471884583594075,IBRD00520,NPL,Fully Repaid,4.375,US,2025-12-01,,true,7287971532405322318
4604805621528251498,IBRD90320,FSL,Fully Disbursed,0,US,2025-12-01,,true,4333087304358380778
6707150694446568500,IBRD3921A,SCL,Fully Repaid,0.73,US,2025-12-01,,true,8003642888907993774
3530381915095217365,IBRD17150,NPL,Fully Repaid,7.9,US,2025-12-01,,true,2267240723183937937
6197335475084262374,IBRD2316S,SCPD,Fully Repaid,7.54,US,2025-12-01,,true,5883045169381531362
2401396846282507007,IBRD00590,NON POOL,Fully Repaid,4.13,US,2025-12-01,,true,7619961571670327598
346772406662012124,IBRD38836,SCL,Fully Repaid,1,US,2025-12-01,,true,573570220409107455
1532350553216346,IBRD32960,CPL,Fully Repaid,6.18,US,2025-12-01,,true,5169783314368363644
7477011530930486366,IBRD86340,FSL,Repaying,0,US,2025-12-01,,true,7505066125532145665
7281886833195664261,IBRD27930,CPL,Fully Repaid,5.59,US,2025-12-01,,true,2480964224187508138
5454263152694196356,IBRD10880,NPL,Fully Repaid,8,US,2025-12-01,,true,5412867077412315728
3281534041748350466,IBRD86760,FSL,Disbursing&Repaying,0,US,2025-12-01,,true,4823831415523582609
2148839531494443930,IBRD93230,FSL,Fully Disbursed,0,US,2025-12-01,,true,8338326911650797097
8142138016661384970,IBRD78480,FSL,Repaying,0,US,2025-12-01,,true,4224235807541777624
9027341047074353891,IBRD46990,SCL,Fully Repaid,0.21,US,2025-12-01,,true,519228957821838371
4724306140598622653,IBRD02670,NPL,Fully Repaid,5.75,US,2025-12-01,,true,7595324923666577214
2382061420478987604,IBRD78870,FSL,Fully Disbursed,0,US,2025-12-01,,true,4308472152466450949
1997005596281214870,IBRD87580,FSL,Fully Disbursed,0,US,2025-12-01,,true,6957646518997944363
1164427349250728386,IBRD02890,NPL,Fully Repaid,5.75,US,2025-12-01,,true,3800155715006082612
7755696224336769551,IBRD04010,NPL,Fully Repaid,5.5,US,2025-12-01,,true,7818034549713413460
6619931336420411221,IBRD47130,SCL,Fully Repaid,1.19,US,2025-12-01,,true,4882785878866076248
4002349003391284689,IBRD15820,NPL,Fully Repaid,7.5,US,2025-12-01,,true,3579384088046894354
3482790715657600739,IBRD50070,NON POOL,Repaid,6,US,2025-12-01,,true,492704456607463165
1518088335023610041,IBRD03370,NPL,Fully Repaid,5.5,US,2025-12-01,,true,663036042462068152
8341595447479251123,IBRD97280,FSL,Disbursing,0,US,2025-12-01,,true,3753146754493210625
6983084391128121571,IBRD25360,CPL,Fully Repaid,6.36,US,2025-12-01,,true,8245636299897576069
6801195833418029901,IBRD25250,CPL,Fully Repaid,5.59,US,2025-12-01,,true,2965230114778425962
289287608172491032,IBRD13300,NPL,Fully Repaid,8.9,US,2025-12-01,,true,1747829430804494369
5210107940155057249,IBRD07782,NPL,Fully Repaid,7.25,US,2025-12-01,,true,4489827924699337653
431896100948698783,IBRD00170,NPL,Fully Repaid,4,US,2025-12-01,,true,2372998137960359819
7775013799424817713,IBRD3394S,SCPD,Fully Repaid,5.05,US,2025-12-01,,true,3626317615058604924
2258042663013149596,IBRD60960,NON POOL,Repaid,7,US,2025-12-01,,true,4325934977616354178
425947834576048948,IBRD03330,NPL,Fully Repaid,5.5,US,2025-12-01,,true,1952717264237423028
539314784575261045,IBRD43950,SCL,Fully Repaid,0.83,US,2025-12-01,,true,1079898747340254663
6186948093432409938,IBRD16940,NPL,Fully Repaid,7.9,US,2025-12-01,,true,4155207205742513855
